,Initial,Month 0,Month 1,Month 2,Month 3,Month 4,Month 5,Month 6,Month 7,Month 8,Month 9,Month 10,Month 11,Month 12
"Z(1, 0, 0, 1, 1, 2)",126324,139361,139361,139361,139361,139361,139361,139361,139361,139361,139361,139361,139361,139361,139361
"Z(1, 0, 0, 1, 2, 0)",126324,150006,150006,150006,150006,150006,150006,150006,150006,150006,150006,150006,150006,150006,150006
"Z(1, 0, 0, 1, 2, 1)",126324,140420,140420,140420,140420,140420,140420,140420,140420,140420,140420,140420,140420,140420,140420
"Z(1, 0, 0, 1, 2, 2)",126324,179894,179894,179894,179894,179894,179894,179894,179894,179894,179894,179894,179894,179894,179894
"Z(1, 0, 0, 1, 3, 0)",126324,172261,172261,172261,172261,172261,172261,172261,172261,172261,172261,172261,172261,172261,172261
"Z(1, 0, 0, 1, 3, 1)",126324,160329,160329,160329,160329,160329,160329,160329,160329,160329,160329,160329,160329,160329,160329
"Z(1, 0, 0, 1, 3, 2)",126324,217280,217280,217280,217280,217280,217280,217280,217280,217280,217280,217280,217280,217280,217280
"Z(1, 0, 1, 0, 0, 0)",126324,137222,137222,137222,137222,137222,137222,137222,137222,137222,137222,137222,137222,137222,137222
"Z(1, 0, 1, 0, 0, 1)",126324,138806,138806,138806,138806,138806,138806,138806,138806,138806,138806,138806,138806,138806,138806
"Z(1, 0, 1, 0, 0, 2)",126324,146079,146079,146079,146079,146079,146079,146079,146079,146079,146079,146079,146079,146079,146079
"Z(1, 0, 1, 0, 1, 0)",126324,163881,163881,163881,163881,163881,163881,163881,163881,163881,163881,163881,163881,163881,163881
"Z(1, 0, 1, 0, 1, 1)",126324,123545,123545,123545,123545,123545,123545,123545,123545,123545,123545,123545,123545,123545,123545
"Z(1, 0, 1, 0, 1, 2)",126324,148847,148847,148847,148847,148847,148847,148847,148847,148847,148847,148847,148847,148847,148847
"Z(1, 0, 1, 0, 2, 0)",126324,159466,159466,159466,159466,159466,159466,159466,159466,159466,159466,159466,159466,159466,159466
"Z(1, 0, 1, 0, 2, 1)",126324,140979,140979,140979,140979,140979,140979,140979,140979,140979,140979,140979,140979,140979,140979
"Z(1, 0, 1, 0, 2, 2)",126324,191613,191613,191613,191613,191613,191613,191613,191613,191613,191613,191613,191613,191613,191613
"Z(1, 0, 1, 0, 3, 0)",126324,185013,185013,185013,185013,185013,185013,185013,185013,185013,185013,185013,185013,185013,185013
"Z(1, 0, 1, 0, 3, 1)",126324,161125,161125,161125,161125,161125,161125,161125,161125,161125,161125,161125,161125,161125,161125
"Z(1, 0, 1, 0, 3, 2)",126324,233923,233923,233923,233923,233923,233923,233923,233923,233923,233923,233923,233923,233923,233923
"Z(1, 0, 1, 1, 0, 0)",126324,140066,140066,140066,140066,140066,140066,140066,140066,140066,140066,140066,140066,140066,140066
"Z(1, 0, 1, 1, 0, 1)",126324,138917,138917,138917,138917,138917,138917,138917,138917,138917,138917,138917,138917,138917,138917
"Z(1, 0, 1, 1, 0, 2)",126324,150256,150256,150256,150256,150256,150256,150256,150256,150256,150256,150256,150256,150256,150256
"Z(1, 0, 1, 1, 1, 0)",126324,168376,168376,168376,168376,168376,168376,168376,168376,168376,168376,168376,168376,168376,168376
"Z(1, 0, 1, 1, 1, 1)",126324,123707,123707,123707,123707,123707,123707,123707,123707,123707,123707,123707,123707,123707,123707
"Z(1, 0, 1, 1, 1, 2)",126324,153426,153426,153426,153426,153426,153426,153426,153426,153426,153426,153426,153426,153426,153426
"Z(1, 0, 1, 1, 2, 0)",126324,163877,163877,163877,163877,163877,163877,163877,163877,163877,163877,163877,163877,163877,163877
"Z(1, 0, 1, 1, 2, 1)",126324,141147,141147,141147,141147,141147,141147,141147,141147,141147,141147,141147,141147,141147,141147
"Z(1, 0, 1, 1, 2, 2)",126324,197194,197194,197194,197194,197194,197194,197194,197194,197194,197194,197194,197194,197194,197194
"Z(1, 0, 1, 1, 3, 0)",126324,190896,190896,190896,190896,190896,190896,190896,190896,190896,190896,190896,190896,190896,190896
"Z(1, 0, 1, 1, 3, 1)",126324,161378,161378,161378,161378,161378,161378,161378,161378,161378,161378,161378,161378,161378,161378
"Z(1, 0, 1, 1, 3, 2)",126324,241725,241725,241725,241725,241725,241725,241725,241725,241725,241725,241725,241725,241725,241725
