,Initial,Month 0,Month 1,Month 2,Month 3,Month 4,Month 5,Month 6,Month 7,Month 8,Month 9,Month 10,Month 11,Month 12
"Z(0, 2, 0, 1, 2, 2)",221677,148279,148279,148279,148279,148279,148279,148279,148279,148279,148279,148279,148279,148279,148279
"Z(0, 2, 0, 1, 3, 0)",221677,174899,174899,174899,174899,174899,174899,174899,174899,174899,174899,174899,174899,174899,174899
"Z(0, 2, 0, 1, 3, 1)",221677,137782,137782,137782,137782,137782,137782,137782,137782,137782,137782,137782,137782,137782,137782
"Z(0, 2, 0, 1, 3, 2)",221677,151432,151432,151432,151432,151432,151432,151432,151432,151432,151432,151432,151432,151432,151432
"Z(0, 2, 1, 0, 0, 0)",221677,181799,181799,181799,181799,181799,181799,181799,181799,181799,181799,181799,181799,181799,181799
"Z(0, 2, 1, 0, 0, 1)",221677,153480,153480,153480,153480,153480,153480,153480,153480,153480,153480,153480,153480,153480,153480
"Z(0, 2, 1, 0, 0, 2)",221677,197895,197895,197895,197895,197895,197895,197895,197895,197895,197895,197895,197895,197895,197895
"Z(0, 2, 1, 0, 1, 0)",221677,183110,183110,183110,183110,183110,183110,183110,183110,183110,183110,183110,183110,183110,183110
"Z(0, 2, 1, 0, 1, 1)",221677,189154,189154,189154,189154,189154,189154,189154,189154,189154,189154,189154,189154,189154,189154
"Z(0, 2, 1, 0, 1, 2)",221677,204334,204334,204334,204334,204334,204334,204334,204334,204334,204334,204334,204334,204334,204334
"Z(0, 2, 1, 0, 2, 0)",221677,184780,184780,184780,184780,184780,184780,184780,184780,184780,184780,184780,184780,184780,184780
"Z(0, 2, 1, 0, 2, 1)",221677,160748,160748,160748,160748,160748,160748,160748,160748,160748,160748,160748,160748,160748,160748
"Z(0, 2, 1, 0, 2, 2)",221677,148663,148663,148663,148663,148663,148663,148663,148663,148663,148663,148663,148663,148663,148663
"Z(0, 2, 1, 0, 3, 0)",221677,175560,175560,175560,175560,175560,175560,175560,175560,175560,175560,175560,175560,175560,175560
"Z(0, 2, 1, 0, 3, 1)",221677,137942,137942,137942,137942,137942,137942,137942,137942,137942,137942,137942,137942,137942,137942
"Z(0, 2, 1, 0, 3, 2)",221677,151847,151847,151847,151847,151847,151847,151847,151847,151847,151847,151847,151847,151847,151847
