,Initial,Month 0,Month 1,Month 2,Month 3,Month 4,Month 5,Month 6,Month 7,Month 8,Month 9,Month 10,Month 11,Month 12
"Z(0, 2, 0, 1, 3, 0)",126324,83112,80690,78356,76104,73933,71839,69816,67865,65980,64162,62406,60712,59076,57496
"Z(0, 2, 0, 1, 3, 1)",126324,80618,76800,73243,69913,66784,63836,61048,58410,55909,53535,51280,49136,47095,45152
"Z(0, 2, 0, 1, 3, 2)",126324,78122,72568,67595,63092,58984,55213,51739,48530,45558,42801,40241,37860,35645,33580
"Z(0, 2, 1, 0, 0, 0)",126324,94839,95942,97045,98147,99809,101473,103131,104789,106443,108097,109750,111403,113056,114707
"Z(0, 2, 1, 0, 0, 1)",126324,81387,77878,74626,71592,68749,66074,63548,61158,58891,56739,54692,52744,50887,49115
"Z(0, 2, 1, 0, 0, 2)",126324,86999,86233,85480,84739,84010,83292,82581,81881,81189,80505,79830,79163,78505,77853
"Z(0, 2, 1, 0, 1, 0)",126324,86121,85039,83968,82909,81864,80830,79806,78796,77797,76812,75840,74880,73935,73001
"Z(0, 2, 1, 0, 1, 1)",126324,84398,82588,80820,79094,77410,75765,74155,72583,71045,69543,68074,66639,65236,63863
"Z(0, 2, 1, 0, 1, 2)",126324,89984,90486,90944,91360,91739,92081,92385,92658,92897,93107,93289,93444,93574,93677
"Z(0, 2, 1, 0, 2, 0)",126324,86856,86046,85247,84457,83679,82910,82149,81399,80657,79926,79205,78494,77793,77101
"Z(0, 2, 1, 0, 2, 1)",126324,81167,77513,74141,71006,68078,65330,62741,60298,57986,55796,53718,51743,49866,48078
"Z(0, 2, 1, 0, 2, 2)",126324,83019,80413,77950,75615,73395,71280,69258,67325,65472,63696,61992,60355,58782,57268
"Z(0, 2, 1, 0, 3, 0)",126324,85286,83820,82390,80996,79638,78314,77020,75760,74531,73334,72167,71030,69923,68845
"Z(0, 2, 1, 0, 3, 1)",126324,80723,76952,73438,70150,67061,64149,61397,58793,56323,53980,51754,49637,47623,45705
"Z(0, 2, 1, 0, 3, 2)",126324,78224,72724,67803,63345,59277,55543,52100,48918,45970,43235,40693,38329,36127,34074
"Z(0, 2, 1, 1, 0, 0)",126324,87711,87270,86822,86366,85904,85436,84957,84473,83981,83484,82980,82471,81956,81436
"Z(0, 2, 1, 1, 0, 1)",126324,81427,77934,74697,71679,68851,66190,63677,61300,59046,56906,54872,52935,51090,49329
"Z(0, 2, 1, 1, 0, 2)",126324,88011,87667,87319,86967,86613,86255,85891,85523,85151,84776,84397,84015,83630,83241
"Z(0, 2, 1, 1, 1, 0)",126324,87267,86673,86069,85456,84835,84207,83571,82929,82282,81631,80977,80320,79663,79002
"Z(0, 2, 1, 1, 1, 1)",126324,84483,82706,80971,79277,77624,76009,74428,72885,71375,69900,68458,67048,65670,64322
"Z(0, 2, 1, 1, 1, 2)",126324,95935,96591,97205,97779,98317,98821,99397,99938,100445,100920,101364,101779,102166,102609
"Z(0, 2, 1, 1, 2, 0)",126324,88040,87726,87402,87068,86728,86381,86024,85661,85291,84917,84539,84156,83771,83381
"Z(0, 2, 1, 1, 2, 1)",126324,81200,77560,74201,71079,68163,65427,62850,60418,58118,55939,53872,51909,50042,48265
"Z(0, 2, 1, 1, 2, 2)",126324,83576,81240,79026,76921,74913,72992,71149,69380,67679,66042,64465,62945,61478,60061
"Z(0, 2, 1, 1, 3, 0)",126324,86348,85347,84360,83384,82422,81473,80535,79611,78700,77804,76922,76054,75202,74364
"Z(0, 2, 1, 1, 3, 1)",126324,80761,77006,73508,70234,67159,64261,61521,58929,56472,54140,51925,49819,47815,45906
"Z(0, 2, 1, 1, 3, 2)",126324,78292,72836,67952,63526,59485,55774,52350,49185,46251,43528,40996,38639,36443,34395
"Z(1, 0, 0, 1, 0, 0)",126324,86154,85297,84384,83422,82419,81381,80310,79213,78094,76959,75809,74648,73480,72306
"Z(1, 0, 0, 1, 0, 1)",126324,89119,90157,90850,91255,91420,91379,91160,90791,90289,89674,88961,88162,87289,86349
"Z(1, 0, 0, 1, 0, 2)",126324,86234,85245,84251,83253,82255,81259,80263,79273,78287,77309,76339,75378,74428,73485
"Z(1, 0, 0, 1, 1, 0)",126324,97195,97846,98573,99167,99640,99998,100858,101675,102351,102898,103325,103638,103848,103958
"Z(1, 0, 0, 1, 1, 1)",126324,86212,85114,84046,83002,81981,80979,79992,79021,78062,77116,76181,75257,74342,73435
"Z(1, 0, 0, 1, 1, 2)",126324,89653,90081,90451,90766,91032,91247,91414,91537,91616,91656,91658,91624,91556,91455
"Z(1, 0, 0, 1, 2, 0)",126324,88051,87713,87373,87031,86688,86341,85988,85632,85271,84905,84535,84159,83779,83391
"Z(1, 0, 0, 1, 2, 1)",126324,84949,83397,81868,80363,78886,77435,76008,74611,73239,71896,70580,69292,68032,66797
"Z(1, 0, 0, 1, 2, 2)",126324,112054,112802,113756,114600,115343,115988,116537,117001,117380,117868,118498,119035,119485,119850
"Z(1, 0, 0, 1, 3, 0)",126324,89572,89934,90248,90518,90750,90942,91097,91218,91307,91366,91398,91404,91386,91342
"Z(1, 0, 0, 1, 3, 1)",126324,88424,88443,88388,88269,88092,87863,87583,87262,86899,86502,86071,85611,85125,84612
"Z(1, 0, 0, 1, 3, 2)",126324,172374,173549,174676,175737,176739,177681,178561,179522,180451,181330,182159,182940,183677,184367
"Z(1, 0, 1, 0, 0, 0)",126324,87386,86986,86529,86019,85464,84869,84235,83570,82877,82160,81422,80666,79896,79112
"Z(1, 0, 1, 0, 0, 1)",126324,89290,90386,91140,91607,91836,91862,91710,91410,90980,90440,89803,89083,88293,87440
"Z(1, 0, 1, 0, 0, 2)",126324,86943,86210,85471,84730,83989,83251,82512,81778,81049,80326,79611,78904,78205,77515
"Z(1, 0, 1, 0, 1, 0)",126324,106215,107116,107915,108619,109235,109765,110211,110581,111181,111767,112268,112688,113034,113605
"Z(1, 0, 1, 0, 1, 1)",126324,86374,85336,84327,83342,82380,81437,80509,79596,78696,77808,76932,76066,75210,74361
"Z(1, 0, 1, 0, 1, 2)",126324,90912,91476,92007,92649,93244,93793,94295,94756,95175,95557,95901,96210,96487,96729
"Z(1, 0, 1, 0, 2, 0)",126324,89409,89562,89713,89863,90012,90159,90299,90436,90568,90695,90816,90931,91041,91142
"Z(1, 0, 1, 0, 2, 1)",126324,85097,83603,82130,80681,79257,77860,76486,75140,73819,72526,71260,70021,68808,67621
"Z(1, 0, 1, 0, 2, 2)",126324,122150,122875,123523,124274,125053,125755,126378,126933,127529,128298,128991,129612,130164,130648
"Z(1, 0, 1, 0, 3, 0)",126324,95434,96050,96670,97271,97844,98389,98904,99395,99860,100344,100807,101250,101672,102073
"Z(1, 0, 1, 0, 3, 1)",126324,88644,88740,88764,88723,88626,88477,88278,88038,87757,87441,87093,86716,86312,85881
"Z(1, 0, 1, 0, 3, 2)",126324,237260,238862,240386,241837,243223,244545,245828,247100,248313,249475,250587,251652,252701,253768
"Z(1, 0, 1, 1, 0, 0)",126324,87918,87722,87465,87151,86789,86381,85929,85439,84914,84358,83774,83163,82531,81875
"Z(1, 0, 1, 1, 0, 1)",126324,89341,90456,91227,91712,91956,91996,91857,91567,91145,90609,89974,89253,88456,87592
"Z(1, 0, 1, 1, 0, 2)",126324,87316,86716,86112,85506,84900,84297,83693,83094,82499,81911,81329,80754,80188,79629
"Z(1, 0, 1, 1, 1, 0)",126324,111514,112226,112854,113400,114258,115041,115734,116347,116880,117340,117728,118169,118760,119272
"Z(1, 0, 1, 1, 1, 1)",126324,86443,85432,84449,83489,82553,81634,80730,79841,78964,78099,77245,76401,75566,74738
"Z(1, 0, 1, 1, 1, 2)",126324,92949,93560,94127,94653,95182,95740,96256,96737,97180,97591,98071,98553,99002,99416
"Z(1, 0, 1, 1, 2, 0)",126324,90018,90395,90769,91141,91511,91878,92237,92592,92940,93282,93618,93945,94266,94575
"Z(1, 0, 1, 1, 2, 1)",126324,85163,83695,82247,80823,79424,78050,76699,75375,74077,72805,71560,70341,69148,67980
"Z(1, 0, 1, 1, 2, 2)",126324,127884,128826,129688,130474,131190,131837,132415,133121,133818,134450,135019,135527,136080,136782
"Z(1, 0, 1, 1, 3, 0)",126324,104744,105423,106095,106751,107375,107967,108526,109056,109575,110115,110630,111121,111589,112032
"Z(1, 0, 1, 1, 3, 1)",126324,88742,88873,88932,88926,88864,88751,88587,88382,88137,87857,87544,87201,86832,86436
