,Initial,Month 0,Month 1,Month 2,Month 3,Month 4,Month 5,Month 6,Month 7,Month 8,Month 9,Month 10,Month 11,Month 12
"Z(1, 0, 0, 1, 2, 1)",126324,36418,34978,33646,32407,31244,30161,29141,28182,27279,26430,25620,24848,24111,23408
"Z(1, 0, 0, 1, 2, 2)",126324,169759,164006,158693,153749,149108,144789,140719,136896,133292,129908,126674,123587,120637,117812
"Z(1, 0, 0, 1, 3, 0)",126324,142697,138107,133869,129922,126215,122764,119508,116448,113561,110850,108255,105773,103398,101121
"Z(1, 0, 0, 1, 3, 1)",126324,76659,73891,71334,68953,66719,64639,62679,60837,59101,57470,55913,54427,53007,51650
"Z(1, 0, 0, 1, 3, 2)",126324,353534,357256,360717,363910,366814,369583,372138,374558,376848,379082,381120,381985,382353,382649
"Z(1, 0, 1, 0, 0, 0)",126324,93417,90981,88759,86713,84811,83065,81438,79929,78527,77233,76008,74851,73758,72723
"Z(1, 0, 1, 0, 0, 1)",126324,141184,137994,135149,132594,130277,128158,125889,123841,121991,120343,118833,117457,116159,114725
"Z(1, 0, 1, 0, 0, 2)",126324,117158,113896,110901,108125,105529,103127,100872,98764,96787,94944,93186,91511,89915,88391
"Z(1, 0, 1, 0, 1, 0)",126324,165989,160702,155835,151319,147091,143170,139486,136037,132799,129771,126887,124141,121526,119031
"Z(1, 0, 1, 0, 1, 1)",126324,83470,81513,79746,78136,76655,75314,74079,72953,71922,70989,70069,69155,68305,67512
"Z(1, 0, 1, 0, 1, 2)",126324,190439,185006,180009,175374,171032,167009,163227,159687,156362,153256,150290,147462,144763,142182
"Z(1, 0, 1, 0, 2, 0)",126324,172828,167579,162741,158243,154023,150104,146413,142950,139691,136637,133719,130932,128270,125721
"Z(1, 0, 1, 0, 2, 1)",126324,51456,49849,48375,47013,45743,44571,43474,42453,41500,40614,39774,38980,38227,37514
