,Initial,Month 0,Month 1,Month 2,Month 3,Month 4,Month 5,Month 6,Month 7,Month 8,Month 9,Month 10,Month 11,Month 12
"Z(1, 0, 0, 1, 1, 1)",122542,89281,89842,90306,90679,90968,91176,91307,91373,91376,91322,91214,91057,90857,90613
"Z(1, 0, 0, 1, 1, 2)",122542,85913,85054,84164,83244,82300,81330,80336,79327,78304,77268,76222,75169,74111,73049
"Z(1, 0, 0, 1, 2, 0)",122542,104952,105464,105875,106188,106413,106964,107508,107945,108281,108521,109267,109944,110505,110955
"Z(1, 0, 0, 1, 2, 1)",122542,101402,101896,102306,102636,102894,103479,103981,104397,104730,104991,105687,106283,106787,107203
"Z(1, 0, 0, 1, 2, 2)",122542,93288,93819,94253,94596,94965,95693,96305,96817,97233,97557,97796,97955,98042,98057
"Z(1, 0, 0, 1, 3, 0)",122542,132164,132763,133501,134189,134823,135398,135913,136423,137098,137720,138291,138814,139292,139724
"Z(1, 0, 0, 1, 3, 1)",122542,129840,130491,131226,131915,132561,133160,133711,134226,134725,135305,135847,136353,136828,137268
"Z(1, 0, 0, 1, 3, 2)",122542,125058,125820,126516,127145,127713,128215,128651,129212,129797,130321,130788,131199,131577,132211
"Z(1, 0, 1, 0, 0, 0)",122542,127058,128846,130620,132381,134130,135861,137572,139275,140968,142649,144320,145982,147639,149286
"Z(1, 0, 1, 0, 0, 1)",122542,84711,83268,81839,80424,79027,77647,76283,74942,73624,72330,71060,69814,68596,67402
"Z(1, 0, 1, 0, 0, 2)",122542,85100,83891,82668,81433,80191,78939,77680,76422,75166,73913,72664,71423,70191,68969
"Z(1, 0, 1, 0, 1, 0)",122542,101154,102410,103664,104914,106164,107409,108646,109885,111125,112364,113604,114845,116090,117337
"Z(1, 0, 1, 0, 1, 1)",122542,89351,89934,90420,90816,91130,91364,91521,91614,91646,91621,91543,91416,91246,91033
"Z(1, 0, 1, 0, 1, 2)",122542,90346,90693,91303,91880,92391,92832,93204,93517,93772,93969,94110,94200,94241,94233
"Z(1, 0, 1, 0, 2, 0)",122542,119634,120351,120984,121536,122013,122473,123227,123898,124487,124998,125435,125801,126105,126478
"Z(1, 0, 1, 0, 2, 1)",122542,101894,102429,102882,103256,103558,103955,104498,104956,105333,105633,106085,106720,107265,107723
"Z(1, 0, 1, 0, 2, 2)",122542,123647,124351,124982,125542,126034,126456,127107,127692,128210,128661,129050,129491,130140,130720
"Z(1, 0, 1, 0, 3, 0)",122542,186134,187111,188035,188905,189751,190653,191495,192295,193050,193762,194486,195289,196055,196781
"Z(1, 0, 1, 0, 3, 1)",122542,133953,134631,135348,136023,136661,137254,137804,138369,138992,139580,140134,140656,141151,141615
"Z(1, 0, 1, 0, 3, 2)",122542,247156,248394,249599,250880,252094,253230,254287,255288,256255,257374,258433,259437,260392,261294
"Z(1, 0, 1, 1, 0, 0)",122542,88161,88144,88086,87988,87854,87682,87473,87236,86972,86683,86370,86036,85722,85637
"Z(1, 0, 1, 1, 0, 1)",122542,84760,83329,81913,80513,79133,77770,76425,75104,73807,72534,71286,70064,68868,67697
"Z(1, 0, 1, 1, 0, 2)",122542,87974,88005,87959,87841,87656,87405,87092,86726,86312,85851,85348,84807,84233,83626
"Z(1, 0, 1, 1, 1, 0)",122542,116228,116871,117469,118022,118535,119006,119612,120178,120704,121190,121638,122052,122434,122876
"Z(1, 0, 1, 1, 1, 1)",122542,89418,90016,90520,90937,91274,91533,91719,91842,91907,91917,91876,91789,91660,91492
"Z(1, 0, 1, 1, 1, 2)",122542,114540,115118,115632,116082,116633,117225,117748,118212,118617,118965,119549,120122,120637,121092
"Z(1, 0, 1, 1, 2, 0)",122542,158104,158991,159812,160568,161264,161894,162600,163337,164016,164637,165203,165718,166449,167148
"Z(1, 0, 1, 1, 2, 1)",122542,102353,102937,103440,103868,104225,104510,104982,105490,105919,106274,106559,107112,107702,108208
"Z(1, 0, 1, 1, 2, 2)",122542,183315,184345,185296,186165,186961,187674,188595,189516,190365,191141,191847,192486,193065,193801
"Z(1, 0, 1, 1, 3, 0)",122542,366127,368267,370325,372300,374202,376016,377741,379408,381012,382556,384043,385477,386870,388212
"Z(1, 0, 1, 1, 3, 1)",122542,142712,143488,144230,144939,145617,146260,146866,147487,148102,148692,149257,149799,150324,150875
