,Initial,Month 0,Month 1,Month 2,Month 3,Month 4,Month 5,Month 6,Month 7,Month 8,Month 9,Month 10,Month 11,Month 12
"Z(0, 1, 0, 1, 3, 0)",215039,249292,248777,248222,247629,247000,246335,245638,244908,244149,243359,242543,241699,240830,239936
"Z(0, 1, 0, 1, 3, 1)",215039,174680,173445,172164,170845,169493,168114,166711,165287,163847,162393,160926,159449,157965,156474
"Z(0, 1, 0, 1, 3, 2)",215039,278180,277942,277627,277240,276784,276264,275683,275045,274353,273610,272818,271980,271098,270175
"Z(0, 1, 1, 0, 0, 0)",215039,191151,190695,190266,189863,189487,189138,188817,188525,188260,188024,187816,187636,187485,187362
"Z(0, 1, 1, 0, 0, 1)",215039,128552,127300,126050,124807,123578,122367,121178,120014,118878,117770,116694,115650,114638,113661
"Z(0, 1, 1, 0, 0, 2)",215039,104105,102169,100275,98424,96615,94846,93116,91425,89771,88155,86574,85028,83517,82040
"Z(0, 1, 1, 0, 1, 0)",215039,248520,248367,248187,247985,247760,247515,247251,246970,246672,246361,246036,245700,245353,244997
"Z(0, 1, 1, 0, 1, 1)",215039,126278,124621,122991,121388,119812,118264,116744,115250,113783,112343,110929,109542,108181,106845
"Z(0, 1, 1, 0, 1, 2)",215039,175570,174268,172953,171625,170286,168936,167578,166211,164836,163456,162070,160679,159285,157888
"Z(0, 1, 1, 0, 2, 0)",215039,249046,248700,248337,247956,247559,247145,246716,246273,245815,245344,244861,244365,243857,243338
"Z(0, 1, 1, 0, 2, 1)",215039,122389,120651,118932,117235,115560,113910,112283,110682,109105,107553,106027,104525,103049,101597
"Z(0, 1, 1, 0, 2, 2)",215039,234451,233752,232991,232172,231299,230376,229408,228396,227344,226255,225131,223974,222787,221572
"Z(0, 1, 1, 0, 3, 0)",215039,412846,414646,416396,418099,419755,421365,422930,424450,425928,427362,428755,430107,431418,432690
"Z(0, 1, 1, 0, 3, 1)",215039,186068,185045,183980,182878,181746,180588,179408,178210,176997,175771,174535,173290,172039,170783
"Z(0, 1, 1, 0, 3, 2)",215039,436505,438360,440126,441805,443403,444921,446362,447729,449024,450249,451407,452498,453525,454489
"Z(0, 1, 1, 1, 0, 0)",215039,157342,155919,154498,153079,151664,150253,148848,147447,146053,144665,143284,141910,140545,139187
"Z(0, 1, 1, 1, 0, 1)",215039,109866,108083,106292,104501,102713,100935,99170,97421,95690,93979,92290,90624,88982,87364
"Z(0, 1, 1, 1, 0, 2)",215039,114039,112182,110354,108557,106788,105049,103339,101658,100004,98378,96779,95208,93663,92145
"Z(0, 1, 1, 1, 1, 0)",215039,260303,259833,259316,258753,258147,257498,256808,256078,255311,254507,253668,252795,251889,250952
"Z(0, 1, 1, 1, 1, 1)",215039,123960,122179,120422,118689,116980,115294,113633,111995,110380,108788,107219,105672,104148,102646
"Z(0, 1, 1, 1, 1, 2)",215039,202027,200954,199855,198732,197586,196418,195229,194021,192794,191550,190290,189014,187723,186420
"Z(0, 1, 1, 1, 2, 0)",215039,281656,281491,281291,281057,280790,280490,280158,279795,279401,278977,278523,278040,277529,276990
"Z(0, 1, 1, 1, 2, 1)",215039,124074,122337,120619,118921,117245,115592,113961,112355,110772,109213,107678,106167,104679,103216
"Z(0, 1, 1, 1, 2, 2)",215039,271053,270703,270281,269790,269234,268618,267944,267217,266437,265609,264735,263817,262857,261857
"Z(0, 1, 1, 1, 3, 0)",215039,491490,494252,496953,499595,502177,504700,507165,509571,511920,514211,516446,518624,520747,522813
"Z(0, 1, 1, 1, 3, 1)",215039,192139,191213,190244,189240,188204,187143,186061,184959,183843,182714,181574,180426,179271,178110
"Z(0, 1, 1, 1, 3, 2)",215039,523591,526582,529478,532279,534990,537612,540148,542600,544969,547258,549467,551599,553655,555635
"Z(0, 2, 0, 1, 0, 0)",215039,104933,102959,101031,99146,97302,95500,93737,92012,90325,88674,87057,85475,83926,82410
"Z(0, 2, 0, 1, 0, 1)",215039,80947,78691,76524,74440,72434,70500,68634,66833,65092,63410,61782,60206,58680,57201
"Z(0, 2, 0, 1, 0, 2)",215039,154246,152756,151277,149808,148348,146900,145461,144033,142615,141207,139810,138423,137047,135682
"Z(0, 2, 0, 1, 1, 0)",215039,107632,105681,103775,101913,100093,98313,96573,94871,93207,91578,89984,88424,86897,85401
"Z(0, 2, 0, 1, 1, 1)",215039,87218,85045,82946,80915,78949,77046,75200,73411,71675,69990,68354,66764,65220,63718
"Z(0, 2, 0, 1, 1, 2)",215039,124288,122496,120732,118995,117284,115598,113939,112304,110693,109107,107544,106005,104488,102994
"Z(0, 2, 0, 1, 2, 0)",215039,108712,106781,104893,103048,101243,99478,97751,96061,94408,92789,91205,89654,88135,86647
"Z(0, 2, 0, 1, 2, 1)",215039,81702,79474,77327,75257,73259,71329,69463,67659,65913,64222,62584,60998,59459,57968
"Z(0, 2, 0, 1, 2, 2)",215039,89156,87002,84922,82914,80973,79095,77278,75518,73813,72159,70556,68999,67489,66021
"Z(0, 2, 0, 1, 3, 0)",215039,103365,101402,99494,97639,95835,94080,92373,90711,89093,87518,85984,84490,83033,81614
"Z(0, 2, 0, 1, 3, 1)",215039,68379,65999,63728,61560,59486,57502,55600,53777,52028,50348,48735,47184,45693,44259
"Z(0, 2, 0, 1, 3, 2)",215039,90553,88429,86390,84432,82549,80738,78993,77313,75693,74131,72623,71166,69760,68400
"Z(0, 2, 1, 0, 0, 0)",215039,141582,140027,138498,136996,135520,134068,132641,131237,129855,128497,127160,125844,124550,123276
"Z(0, 2, 1, 0, 0, 1)",215039,83797,81592,79476,77444,75490,73608,71795,70047,68360,66730,65156,63635,62163,60740
"Z(0, 2, 1, 0, 0, 2)",215039,236742,236234,235715,235185,234645,234095,233534,232964,232383,231794,231195,230587,229971,229346
"Z(0, 2, 1, 0, 1, 0)",215039,142611,141052,139521,138016,136537,135083,133653,132246,130863,129502,128163,126845,125547,124270
"Z(0, 2, 1, 0, 1, 1)",215039,89524,87384,85317,83319,81385,79514,77701,75943,74239,72586,70981,69423,67910,66440
"Z(0, 2, 1, 0, 1, 2)",215039,171789,170493,169203,167918,166640,165368,164101,162841,161586,160338,159096,157859,156629,155406
