,Initial,Month 0,Month 1,Month 2,Month 3,Month 4,Month 5,Month 6,Month 7,Month 8,Month 9,Month 10,Month 11,Month 12
"Z(0, 1, 0, 1, 2, 1)",221677,157055,157119,156884,156404,155725,154877,153886,152776,151553,150238,148847,147387,145867,144292
"Z(0, 1, 0, 1, 2, 2)",221677,214976,216600,218084,219443,220693,222168,223609,224947,226172,227300,228554,230006,231353,232596
"Z(0, 1, 0, 1, 3, 0)",221677,159522,160418,161050,161458,161677,161728,161631,161405,161053,160593,160040,159397,158672,157871
"Z(0, 1, 0, 1, 3, 1)",221677,164671,165622,167843,169686,171186,172386,173324,174032,174522,174823,174956,174932,174765,174463
"Z(0, 1, 0, 1, 3, 2)",221677,376317,379188,381912,384514,387018,389427,391855,394240,396534,398759,400925,403030,405073,407162
"Z(0, 1, 1, 0, 0, 0)",221677,152981,151029,148951,146786,144565,142309,140039,137769,135504,133260,131048,128873,126740,124652
"Z(0, 1, 1, 0, 0, 1)",221677,158019,159201,159807,159947,159708,159150,158325,157274,156022,154603,153044,151361,149571,147689
"Z(0, 1, 1, 0, 0, 2)",221677,165677,166854,167854,169146,170704,172070,173262,174294,175166,175897,176499,176980,177344,177598
"Z(0, 1, 1, 0, 1, 0)",221677,157310,157275,157020,156579,155983,155249,154396,153441,152386,151249,150043,148773,147446,146069
"Z(0, 1, 1, 0, 1, 1)",221677,155129,153837,152473,151053,149591,148094,146570,145023,143450,141859,140258,138644,137019,135384
"Z(0, 1, 1, 0, 1, 2)",221677,188727,190075,191538,192889,194140,195296,196363,197614,198923,200142,201278,202332,203304,204196
"Z(0, 1, 1, 0, 2, 0)",221677,158576,159260,159629,159737,159626,159324,158859,158252,157511,156656,155705,154664,153542,152347
"Z(0, 1, 1, 0, 2, 1)",221677,157100,157179,156959,156495,155833,155001,154027,152934,151728,150432,149059,147617,146114,144558
"Z(0, 1, 1, 0, 2, 2)",221677,209880,211321,212623,214164,215653,217021,218279,219433,220749,222231,223603,224867,226026,227083
"Z(0, 1, 1, 0, 3, 0)",221677,161294,162866,164166,165234,166104,166796,167330,167724,167981,168119,168151,168082,167918,167666
"Z(0, 1, 1, 0, 3, 1)",221677,164885,165860,167944,169809,171331,172554,173516,174249,174764,175091,175251,175254,175114,174841
"Z(0, 1, 1, 0, 3, 2)",221677,340717,343347,345838,348213,350494,352684,354794,356961,359041,361053,363007,364899,366731,368644
"Z(0, 1, 1, 1, 0, 0)",221677,153461,151765,149923,147966,145925,143816,141656,139459,137228,134978,132718,130453,128186,125923
"Z(0, 1, 1, 1, 0, 1)",221677,158011,159187,159788,159924,159681,159119,158291,157237,155982,154560,152997,151311,149517,147630
"Z(0, 1, 1, 1, 0, 2)",221677,168250,169697,170968,172082,173058,174135,175604,176915,178067,179080,179966,180729,181376,181912
"Z(0, 1, 1, 1, 1, 0)",221677,158160,158464,158539,158419,158133,157698,157134,156454,155662,154774,153804,152756,151636,150450
"Z(0, 1, 1, 1, 1, 1)",221677,155126,153830,152463,151041,149578,148080,146555,145008,143435,141845,140245,138632,137009,135376
"Z(0, 1, 1, 1, 1, 2)",221677,196963,198558,200035,201407,202688,203880,204995,206325,207563,208722,209809,210824,211866,213107
"Z(0, 1, 1, 1, 2, 0)",221677,159455,160485,161194,161633,161846,161860,161702,161392,160939,160363,159681,158899,158026,157070
"Z(0, 1, 1, 1, 2, 1)",221677,157096,157171,156948,156481,155817,154984,154010,152917,151712,150416,149044,147604,146104,144551
"Z(0, 1, 1, 1, 2, 2)",221677,219137,220962,222647,224206,225657,227003,228254,229516,230942,232272,233515,234669,235739,237099
"Z(0, 1, 1, 1, 3, 0)",221677,163099,164377,166088,167563,168835,169923,170848,171626,172258,172765,173158,173443,173625,173711
"Z(0, 1, 1, 1, 3, 1)",221677,164870,165846,167931,169793,171314,172535,173497,174230,174747,175076,175238,175245,175108,174840
"Z(0, 1, 1, 1, 3, 2)",221677,398320,401333,404195,406929,409573,412226,414795,417290,419692,422022,424296,426537,428783,430968
"Z(0, 2, 0, 1, 0, 0)",221677,148516,144057,139769,135643,131671,127842,124149,120584,117133,113797,110570,107447,104421,101488
"Z(0, 2, 0, 1, 0, 1)",221677,145208,138799,132824,127226,121964,117000,112305,107856,103627,99605,95778,92130,88648,85323
"Z(0, 2, 0, 1, 0, 2)",221677,151558,148470,145469,142553,139724,136977,134310,131720,129196,126741,124355,122032,119769,117564
"Z(0, 2, 0, 1, 1, 0)",221677,147661,142777,138100,133617,129317,125188,121218,117400,113718,110169,106748,103447,100260,97181
"Z(0, 2, 0, 1, 1, 1)",221677,148830,144486,140314,136303,132446,128731,125150,121695,118353,115123,112000,108978,106051,103214
"Z(0, 2, 0, 1, 1, 2)",221677,154153,152157,150201,148290,146429,144615,142849,141132,139453,137818,136227,134676,133163,131687
"Z(0, 2, 0, 1, 2, 0)",221677,146175,140484,135091,129968,125095,120449,116015,111777,107715,103824,100096,96519,93084,89783
"Z(0, 2, 0, 1, 2, 1)",221677,145764,139850,134260,128961,123931,119143,114580,110225,106058,102071,98255,94598,91092,87726
"Z(0, 2, 0, 1, 2, 2)",221677,147678,142778,138093,133608,129313,125192,121237,117437,113777,110254,106863,103596,100446,97407
"Z(0, 2, 0, 1, 3, 0)",221677,146681,141236,136066,131147,126464,121996,117728,113649,109739,105992,102401,98956,95647,92468
"Z(0, 2, 0, 1, 3, 1)",221677,144158,137268,130839,124814,119153,113815,108774,104004,99478,95183,91104,87226,83535,80020
"Z(0, 2, 0, 1, 3, 2)",221677,147091,141452,136207,131316,126744,122461,118441,114664,111105,107754,104597,101620,98811,96160
"Z(0, 2, 1, 0, 0, 0)",221677,148363,143829,139471,135281,131251,127368,123626,120017,116527,113154,109896,106744,103693,100739
"Z(0, 2, 1, 0, 0, 1)",221677,145216,138812,132841,127248,121989,117028,112335,107889,103662,99643,95817,92170,88691,85367
"Z(0, 2, 1, 0, 0, 2)",221677,152203,149394,146657,143994,141408,138891,136444,134065,131741,129478,127274,125125,123028,120981
"Z(0, 2, 1, 0, 1, 0)",221677,147529,142578,137839,133299,128949,124773,120762,116906,113190,109611,106164,102841,99634,96537
"Z(0, 2, 1, 0, 1, 1)",221677,148848,144512,140347,136343,132493,128784,125209,121760,118423,115197,112079,109061,106138,103305
"Z(0, 2, 1, 0, 1, 2)",221677,154828,153120,151439,149791,148182,146610,145075,143579,142111,140677,139279,137913,136576,135267
"Z(0, 2, 1, 0, 2, 0)",221677,146060,140310,134863,129691,124774,120088,115617,111346,107256,103339,99587,95990,92537,89221
"Z(0, 2, 1, 0, 2, 1)",221677,145776,139868,134283,128989,123964,119180,114620,110269,106105,102120,98307,94653,91148,87784
"Z(0, 2, 1, 0, 2, 2)",221677,148098,143400,138902,134590,130455,126483,122664,118991,115448,112033,108741,105564,102496,99532
"Z(0, 2, 1, 0, 3, 0)",221677,146587,141087,135867,130906,126186,121685,117391,113289,109361,105600,101999,98547,95235,92055
"Z(0, 2, 1, 0, 3, 1)",221677,144166,137281,130855,124834,119176,113841,108803,104035,99511,95218,91141,87264,83574,80060
"Z(0, 2, 1, 0, 3, 2)",221677,147357,141860,136744,131968,127500,123309,119371,115667,112172,108875,105766,102830,100055,97430
"Z(0, 2, 1, 1, 0, 0)",221677,148679,144289,140068,136004,132093,128322,124684,121173,117773,114485,111304,108224,105240,102347
"Z(0, 2, 1, 1, 0, 1)",221677,145218,138815,132845,127251,121994,117033,112341,107896,103670,99651,95827,92181,88702,85380
"Z(0, 2, 1, 1, 0, 2)",221677,152747,150170,147656,145205,142822,140501,138241,136040,133888,131788,129742,127744,125792,123883
"Z(0, 2, 1, 1, 1, 0)",221677,147802,142977,138357,133928,129681,125602,121681,117909,114271,110764,107384,104123,100974,97931
"Z(0, 2, 1, 1, 1, 1)",221677,148849,144514,140349,136345,132496,128787,125213,121764,118428,115203,112085,109068,106146,103314
"Z(0, 2, 1, 1, 1, 2)",221677,155446,153984,152544,151131,149751,148402,147086,145802,144542,143312,142112,140940,139793,138670
"Z(0, 2, 1, 1, 2, 0)",221677,146276,140632,135282,130200,125365,120755,116354,112148,108116,104253,100550,96997,93585,90306
"Z(0, 2, 1, 1, 2, 1)",221677,145777,139869,134284,128991,123966,119182,114623,110272,106108,102124,98311,94657,91153,87790
